GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Actor1__model_time_in_ms,Actor1_release_harness_version,Actor1_release_model_version,Actor1_release_model_version_number,Actor1_request_id,Actor1_result_class1,Actor1_result_class2,Actor1_timing,Actor2__model_time_in_ms,Actor2_release_harness_version,Actor2_release_model_version,Actor2_release_model_version_number,Actor2_request_id,Actor2_result_class1,Actor2_result_class2,Actor2_timing
838789730,4/16/2019,201904,2019,2019.2904,GOV,DEPUTY PRIME MINISTER,,,,,,GOV,,,EUR,EUROPE,EUR,,,,,,,,0,80,80,8,2,5,3,1,3,-6.056338028,1,Italy,IT,IT,,42.833333,12.833333,IT,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://www.dailymail.co.uk/news/article-6928407/amp/Libyan-PM-warns-800-000-migrants-arrive-Europe-instability-country-continues.html,0,0.1,5ec427ae4cedfd0008830f07,4,DF0BAN4Q2JV7Y8U3,TRUE,3,0.080823898,0,0.1,5ec427ae4cedfd0008830f07,4,R04BUIHOT3F86WSN,TRUE,3,0.077962875
838789731,4/16/2019,201904,2019,2019.2904,GOV,PRESIDENT,,,,,,GOV,,,FRA,FRANCE,FRA,,,,,,,,0,10,10,1,1,0,1,1,1,-0.65892689,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,0,0.1,5ec427ae4cedfd0008830f07,4,ACKNRDE9ZJF4VQ2U,TRUE,2,0.079870224,0,0.1,5ec427ae4cedfd0008830f07,4,WH9C7SPFQAO4JYM3,TRUE,2,0.057697296
838789732,4/16/2019,201904,2019,2019.2904,GOV,FIREFIGHTER,,,,,,GOV,,,FRA,FRANCE,FRA,,,,,,,,1,190,190,19,4,-10,2,1,2,-0.23659306,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21,-534433,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.bradenton.com/latest-news/article229310464.html,0,0.1,5ec427ae4cedfd0008830f07,4,4B0VWSO2MPFT65NE,TRUE,2,0.084400177,0,0.1,5ec427ae4cedfd0008830f07,4,O64YVJK1NAS8G2WT,TRUE,2,0.072240829
838789733,4/16/2019,201904,2019,2019.2904,GOV,FIREFIGHTER,,,,,,GOV,,,FRA,FRANCE,FRA,,,,,,,,1,190,190,19,4,-10,4,1,4,-4.583333333,4,"Detroit River, Ontario, Canada",CA,CA08,29990,42.0833,-83.1333,-563556,4,"Detroit River, Ontario, Canada",CA,CA08,29990,42.0833,-83.1333,-563556,4,"Detroit River, Ontario, Canada",CA,CA08,29990,42.0833,-83.1333,-563556,2.01904E+13,https://infotel.ca/newsitem/in-the-news-april16/cp389831649,0,0.1,5ec427ae4cedfd0008830f07,4,C1YBFS8HNJXIA4O5,TRUE,2,0.083446503,1001,0.1,5ec427ae4cedfd0008830f07,4,SFU2O7K1HDYLEBXQ,TRUE,2,1001.197815
838789734,4/16/2019,201904,2019,2019.2904,GOV,FIREFIGHTER,,,,,,GOV,,,FRA,FRANCE,FRA,,,,,,,,1,190,190,19,4,-10,2,1,2,0.086430424,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.thetelegraph.com/news/article/Slideshow-Fire-out-treasures-intact-but-work-13771217.php,0,0.1,5ec427ae4cedfd0008830f07,4,GOJM2ND68WLE1T5A,TRUE,1,0.078439713,0,0.1,5ec427ae4cedfd0008830f07,4,QYSCM4I2K8PLN5XE,TRUE,1,0.074625015
838789735,4/16/2019,201904,2019,2019.2904,GOV,EMBASSY,,,,,,GOV,,,GBR,BRITON,GBR,,,,,,,,1,43,43,4,1,2.8,10,1,10,-1.898734177,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.thelocal.fr/20190416/embassy-to-host-brexit-outreach-evening-for-worried-britons-in-france,1001,0.1,5ec427ae4cedfd0008830f07,4,VC1FAMGWJ50Y6ROK,TRUE,3,1001.155138,0,0.1,5ec427ae4cedfd0008830f07,4,H4L5BRZ931WVOSMF,TRUE,3,0.079631805
838789736,4/16/2019,201904,2019,2019.2904,GOV,ENERGY MINIST,,,,,,GOV,,,GHA,GHANA,GHA,,,,,,,,1,10,10,1,1,0,2,1,2,-3.06122449,4,"Mahama, Ghana (general), Ghana",GH,GH00,190580,6.33333,-1.46667,-2075744,4,"Mahama, Ghana (general), Ghana",GH,GH00,190580,6.33333,-1.46667,-2075744,4,"Mahama, Ghana (general), Ghana",GH,GH00,190580,6.33333,-1.46667,-2075744,2.01904E+13,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Produce-evidence-of-cancelled-power-agreements-Jinapor-to-Gabby-NPP-738987,0,0.1,5ec427ae4cedfd0008830f07,4,3X1LZ95WGVCNI4SE,TRUE,2,0.070333481,0,0.1,5ec427ae4cedfd0008830f07,4,MYZ7506BTOJVHU9E,TRUE,2,0.108480453
838789737,4/16/2019,201904,2019,2019.2904,GOV,ENERGY MINIST,,,,,,GOV,,,GHA,GHANA,GHA,,,,,,,,1,10,10,1,1,0,2,1,2,-3.06122449,1,Burkina Faso,UV,UV,,13,-2,UV,4,"Mahama, Ghana (general), Ghana",GH,GH00,190580,6.33333,-1.46667,-2075744,4,"Mahama, Ghana (general), Ghana",GH,GH00,190580,6.33333,-1.46667,-2075744,2.01904E+13,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Produce-evidence-of-cancelled-power-agreements-Jinapor-to-Gabby-NPP-738987,0,0.1,5ec427ae4cedfd0008830f07,4,DNK3A8PJLESG7QXF,TRUE,2,0.062227249,0,0.1,5ec427ae4cedfd0008830f07,4,CKL5GW7SB1DMQ0XP,TRUE,2,0.080108643
838789738,4/16/2019,201904,2019,2019.2904,GOV,GOVERNOR,,,,,,GOV,,,GOVBUS,CENTRAL BANK,,,,,,GOV,BUS,,1,10,10,1,1,0,10,1,10,-3.072625698,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,2.01904E+13,https://economictimes.indiatimes.com/markets/stocks/news/rbi-hints-at-communication-as-a-policy-tool-sbi-report/articleshow/68909403.cms,0,0.1,5ec427ae4cedfd0008830f07,4,I8Y60DVMOX9N7ET5,FALSE,2,0.07724762,0,0.1,5ec427ae4cedfd0008830f07,4,JW71MGT9H2DOA3PR,FALSE,2,0.074386597
838789739,4/16/2019,201904,2019,2019.2904,GOV,GOVERNOR,,,,,,GOV,,,GOVBUS,CENTRAL BANK,,,,,,GOV,BUS,,1,40,40,4,1,1,10,1,10,-3.072625698,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,2.01904E+13,https://economictimes.indiatimes.com/markets/stocks/news/rbi-hints-at-communication-as-a-policy-tool-sbi-report/articleshow/68909403.cms,0,0.1,5ec427ae4cedfd0008830f07,4,ZNI2BJV7KHUGLXQP,FALSE,3,0.078678131,0,0.1,5ec427ae4cedfd0008830f07,4,6WSJ0U582LRZ1IOV,FALSE,3,0.077486038
838789740,4/16/2019,201904,2019,2019.2904,GOV,MINISTRY,,,,,,GOV,,,GRC,GREECE,GRC,,,,,,,,0,18,18,1,1,3.4,2,1,2,-0.65892689,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,0,0.1,5ec427ae4cedfd0008830f07,4,YIOS4V3FQ26H5DTL,TRUE,3,0.078678131,0,0.1,5ec427ae4cedfd0008830f07,4,EZXJ6915LYAB7F4W,TRUE,3,0.080108643
838789741,4/16/2019,201904,2019,2019.2904,GOV,MINISTRY,,,,,,GOV,,,GRC,GREECE,GRC,,,,,,,,0,18,18,1,1,3.4,2,1,2,-0.65892689,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,0,0.1,5ec427ae4cedfd0008830f07,4,3QO4IPR0MDZWSV9A,TRUE,3,0.078439713,0,0.1,5ec427ae4cedfd0008830f07,4,PDN8Z4T7I1J3QKXS,TRUE,3,0.070571899
838789742,4/16/2019,201904,2019,2019.2904,GOV,FOREIGN MINIST,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,43,43,4,1,2.8,6,3,6,-5.464153708,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,2.01904E+13,https://www.680news.com/2019/04/16/syria-iran-say-us-is-waging-economic-terrorism/,0,0.1,5ec427ae4cedfd0008830f07,4,QPKNL1CYDGF7TZOM,FALSE,3,0.08225441,2002,0.1,5ec427ae4cedfd0008830f07,4,H01A3EBZVIGPSN54,FALSE,3,2002.198219
838789743,4/16/2019,201904,2019,2019.2904,GOV,PRIME MINISTER,,,,,,GOV,,,ISR,ISRAEL,ISR,,,,,,,,1,13,13,1,1,0.4,2,1,2,-1.944894652,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,2.01904E+13,https://truthout.org/articles/trumps-embrace-of-netanyahu-will-haunt-the-middle-east-for-years/,0,0.1,5ec427ae4cedfd0008830f07,4,1C8XYNPHBEOTLG6A,FALSE,3,0.077009201,0,0.1,5ec427ae4cedfd0008830f07,4,SIQLMXU51FOKNZ9Y,FALSE,3,0.059604645
838789744,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,JAM,JAMAICA,JAM,,,,,,,,0,20,20,2,1,3,5,1,5,3.486529319,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,2.01904E+13,http://jamaica-gleaner.com/article/news/20190416/jfj-calls-consultative-process-redrafting-nids,0,0.1,5ec427ae4cedfd0008830f07,4,JVTDECZX8A2H0FQO,TRUE,0,0.081300735,0,0.1,5ec427ae4cedfd0008830f07,4,5JTYQSGAXRZ7FUIL,TRUE,0,0.080108643
838789745,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,JAM,JAMAICA,JAM,,,,,,,,0,30,30,3,1,4,5,1,5,3.486529319,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,2.01904E+13,http://jamaica-gleaner.com/article/news/20190416/jfj-calls-consultative-process-redrafting-nids,0,0.1,5ec427ae4cedfd0008830f07,4,VPQ7U2AIOT365FEW,TRUE,0,0.081777573,1001,0.1,5ec427ae4cedfd0008830f07,4,S5GOM0N2EXAUDQY4,TRUE,0,1001.169682
838789746,4/16/2019,201904,2019,2019.2904,GOV,FIREFIGHTER,,,,,,GOV,,,JAM,KINGSTON,JAM,,,,,,,,1,42,42,4,1,1.9,4,1,4,9.090909091,3,"Malden, Massachusetts, United States",US,USMA,MA017,42.4251,-71.0662,612773,3,"Town Of Middleborough, Massachusetts, United States",US,USMA,,41.8834,-70.8661,618346,3,"Malden, Massachusetts, United States",US,USMA,MA017,42.4251,-71.0662,612773,2.01904E+13,https://www.southcoasttoday.com/special/20190416/middleboro-firefighter-completes-mfa-training-earns-prestigious-award,0,0.1,5ec427ae4cedfd0008830f07,4,8C3Z6XP1HVTFOM2Q,TRUE,0,0.081777573,0,0.1,5ec427ae4cedfd0008830f07,4,U20IO9GNRYD71SH6,TRUE,0,0.079154968
838789747,4/16/2019,201904,2019,2019.2904,GOV,ATTORNEY GENERAL,,,,,,GOV,,,JUD,JUDGE,,,,,,JUD,,,1,20,20,2,1,3,20,2,20,1.923096679,1,Cyprus,CY,CY,,35,33,CY,1,Cyprus,CY,CY,,35,33,CY,1,Cyprus,CY,CY,,35,33,CY,2.01904E+13,http://www.china.org.cn/world/Off_the_Wire/2019-04/16/content_74688296.htm,0,0.1,5ec427ae4cedfd0008830f07,4,54BQGCDT693PMLAX,TRUE,0,0.077962875,0,0.1,5ec427ae4cedfd0008830f07,4,TABE1VGXRQ0ZJF29,TRUE,0,0.07557869
838789748,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,LBY,LIBYA,LBY,,,,,,,,0,51,51,5,1,3.4,12,2,12,-6.632410261,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,0,0.1,5ec427ae4cedfd0008830f07,4,35KE4SAL76TCJZMP,TRUE,3,0.068187714,0,0.1,5ec427ae4cedfd0008830f07,4,FKB67DO34M9HYCL1,TRUE,3,0.05865097
838789749,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,LBY,LIBYA,LBY,,,,,,,,0,53,53,5,1,3.8,6,2,6,-6.632410261,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,0,0.1,5ec427ae4cedfd0008830f07,4,G8P3ODIW4JM6XCAT,TRUE,3,0.07891655,1001,0.1,5ec427ae4cedfd0008830f07,4,1ENZ5GDKVFPI6BW8,TRUE,3,1001.202345
838789750,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,LBY,LIBYA,LBY,,,,,,,,1,80,80,8,2,5,1,1,1,-6.919642857,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/yellow-vest-libya-protesters-say-france-backs-tripoli-assault/ar-BBVZCTf,0,0.1,5ec427ae4cedfd0008830f07,4,CUGSL4HZJ0NR5P7K,TRUE,3,0.079393387,0,0.1,5ec427ae4cedfd0008830f07,4,3BQ1T8R4LGI6YU5Z,TRUE,3,0.077486038
838789751,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,LBY,LIBYA,LBY,,,,,,,,1,80,80,8,2,5,1,1,1,-6.919642857,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/yellow-vest-libya-protesters-say-france-backs-tripoli-assault/ar-BBVZCTf,0,0.1,5ec427ae4cedfd0008830f07,4,ZT6N1W20UQL7X3AI,TRUE,3,0.078201294,0,0.1,5ec427ae4cedfd0008830f07,4,6Z97CKV1BHNXR5IU,TRUE,3,0.079154968
838789752,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,LBY,LIBYA,LBY,,,,,,,,1,80,80,8,2,5,2,1,2,-6.345177665,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,0,0.1,5ec427ae4cedfd0008830f07,4,WJ8VXFZHLO2S3GUR,TRUE,3,0.053167343,0,0.1,5ec427ae4cedfd0008830f07,4,1ADMQ4WN6XGY298R,TRUE,3,0.077486038
838789753,4/16/2019,201904,2019,2019.2904,GOV,DEPUTY PRIME MINISTER,,,,,,GOV,,,LEG,CONGRESS,,,,,,LEG,,,1,43,43,4,1,2.8,5,1,5,2.06185567,1,Bahrain,BA,BA,,26,50.5,BA,1,Bahrain,BA,BA,,26,50.5,BA,1,Bahrain,BA,BA,,26,50.5,BA,2.01904E+13,https://www.zawya.com/mena/en/press-releases/story/Global_Entrepreneurship_Congress_2019_Successfully_Launched_at_Bahrain_International_Exhibition_and_Convention_Centre-ZAWYA20190416144315/,0,0.1,5ec427ae4cedfd0008830f07,4,VBTWPDJ20AKO3FSQ,FALSE,0,0.061035156,0,0.1,5ec427ae4cedfd0008830f07,4,N3P6DJAXL7QHZREO,FALSE,0,0.072956085
838789754,4/16/2019,201904,2019,2019.2904,GOV,MINISTRY,,,,,,GOV,,,LEG,REPRESENTATIVES,,,,,,LEG,,,1,46,46,4,1,7,20,1,20,-4.285714286,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,2.01904E+13,https://www.btvi.in/news/jet-airways-operating-5-planes--seeks-emergency-funds--kharola/132231,0,0.1,5ec427ae4cedfd0008830f07,4,MFUY8RBED9CTNVJH,FALSE,3,0.073432922,1001,0.1,5ec427ae4cedfd0008830f07,4,G5DYQLJMZ7H2KA3R,FALSE,3,1001.20163
838789755,4/16/2019,201904,2019,2019.2904,GOV,PRIME MINISTER,,,,,,GOV,,,MIL,MILITARY,,,,,,MIL,,,1,51,51,5,1,3.4,17,1,10,8.02919708,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,13277,25.0478,121.532,-2637882,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,13277,25.0478,121.532,-2637882,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,13277,25.0478,121.532,-2637882,2.01904E+13,https://zizonline.com/st-kitts-and-nevis-prime-minister-harris-honoured-with-19-gun-military-salute-at-taiwans-presidential-palace/,0,0.1,5ec427ae4cedfd0008830f07,4,UWOXQKDV9NREGSPB,FALSE,0,0.074148178,0,0.1,5ec427ae4cedfd0008830f07,4,WXSOZ5K4YVRTFMU2,FALSE,0,0.120639801
838789756,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,MOSSHI,SHIITE,,,,MOS,SHI,,,,0,14,14,1,1,0,5,1,5,-14.32098765,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,2.01904E+13,https://ewn.co.za/2019/04/16/bahrain-jails-139-on-terrorism-charges-revokes-citizenship,0,0.1,5ec427ae4cedfd0008830f07,4,MFYLDIG2AEOSTBHC,FALSE,2,0.066995621,0,0.1,5ec427ae4cedfd0008830f07,4,PQGMBFHC7AKYNZJR,FALSE,2,0.104427338
838789757,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT,,,,,,GOV,,,MOSSHI,SHIITE,,,,MOS,SHI,,,,0,120,120,12,3,-4,5,1,5,-14.32098765,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,2.01904E+13,https://ewn.co.za/2019/04/16/bahrain-jails-139-on-terrorism-charges-revokes-citizenship,2002,0.1,5ec427ae4cedfd0008830f07,4,FV90TZ6527H4GEWM,FALSE,2,2002.199411,0,0.1,5ec427ae4cedfd0008830f07,4,2LQJEUDR9MO85SG7,FALSE,2,0.078201294
838789758,4/16/2019,201904,2019,2019.2904,GOV,MINIST OF JUSTICE,,,,,,GOV,,,MWI,MALAWI,MWI,,,,,,,,1,18,18,1,1,3.4,1,1,1,0.692041522,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,2.01904E+13,http://www.manaonline.gov.mw/index.php/component/k2/item/12218-ta-mavwere-laid-to-rest,0,0.1,5ec427ae4cedfd0008830f07,4,ZIWY3LNM2T5VJGQU,TRUE,0,0.089645386,0,0.1,5ec427ae4cedfd0008830f07,4,3A70EX6Q9MRTOSI2,TRUE,0,0.082015991
838789759,4/16/2019,201904,2019,2019.2904,GOV,MINIST OF JUSTICE,,,,,,GOV,,,MWIGOV,MALAWI,MWI,,,,,GOV,,,1,18,18,1,1,3.4,1,1,1,0.692041522,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,2.01904E+13,http://www.manaonline.gov.mw/index.php/component/k2/item/12218-ta-mavwere-laid-to-rest,0,0.1,5ec427ae4cedfd0008830f07,4,3LVZUXAQPBFNSO7I,TRUE,0,0.076055527,0,0.1,5ec427ae4cedfd0008830f07,4,2BYTD1Q4FJ6NSGI9,TRUE,0,0.074625015
838789760,4/16/2019,201904,2019,2019.2904,GOV,MINIST OF JUSTICE,,,,,,GOV,,,MWIGOVEDU,PETER MUTHARIKA,MWI,,,,,GOV,EDU,,1,18,18,1,1,3.4,2,1,2,0.692041522,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,4,"Lilongwe, Lilongwe, Malawi",MI,MI11,19310,-13.9833,33.7833,-1482799,2.01904E+13,http://www.manaonline.gov.mw/index.php/component/k2/item/12218-ta-mavwere-laid-to-rest,0,0.1,5ec427ae4cedfd0008830f07,4,CXQFUD1HJZ30WSI4,TRUE,0,0.075817108,1001,0.1,5ec427ae4cedfd0008830f07,4,7YDWPUFNCEG85LTI,TRUE,0,1001.17135
838789761,4/16/2019,201904,2019,2019.2904,GOV,PRESIDENT,,,,,,GOV,,,MWIGOVEDU,PETER MUTHARIKA,MWI,,,,,GOV,EDU,,1,18,18,1,1,3.4,4,1,4,0.692041522,4,"Mchinji, Mchinji, Malawi",MI,MI13,19311,-13.7962,32.8894,-1484048,4,"Mchinji, Mchinji, Malawi",MI,MI13,19311,-13.7962,32.8894,-1484048,4,"Mchinji, Mchinji, Malawi",MI,MI13,19311,-13.7962,32.8894,-1484048,2.01904E+13,http://www.manaonline.gov.mw/index.php/component/k2/item/12218-ta-mavwere-laid-to-rest,0,0.1,5ec427ae4cedfd0008830f07,4,FL3C0JUKSQZB654N,TRUE,0,0.077724457,0,0.1,5ec427ae4cedfd0008830f07,4,POYDBZFC2UILRVA6,TRUE,0,0.079870224
838789762,4/16/2019,201904,2019,2019.2904,GOV,GOVERNMENT OFFICIAL,,,,,,GOV,,,PAK,PAKISTAN,PAK,,,,,,,,0,10,10,1,1,0,6,1,6,-5.11627907,4,"Awaran, Balochistan, Pakistan",PK,PK02,23625,26.4555,65.2312,-2755131,4,"Awaran, Balochistan, Pakistan",PK,PK02,23625,26.4555,65.2312,-2755131,4,"Awaran, Balochistan, Pakistan",PK,PK02,23625,26.4555,65.2312,-2755131,2.01904E+13,https://24tanzania.com/hundreds-dead-in-pakistan-earthquake/,0,0.1,5ec427ae4cedfd0008830f07,4,AFITHO4BQLVZ6G7X,FALSE,2,0.079870224,1001,0.1,5ec427ae4cedfd0008830f07,4,LNQXHSOP3I4KGA2C,FALSE,2,1001.082897
838789763,4/16/2019,201904,2019,2019.2904,GOV,DEPUTY PRIME MINISTER,,,,,,GOV,,,REF,REFUGEE,,,,,,REF,,,0,130,130,13,3,-4.4,1,1,1,-6.056338028,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://www.dailymail.co.uk/news/article-6928407/amp/Libyan-PM-warns-800-000-migrants-arrive-Europe-instability-country-continues.html,0,0.1,5ec427ae4cedfd0008830f07,4,FYNWKMP74BEDG9LI,TRUE,2,0.08058548,0,0.1,5ec427ae4cedfd0008830f07,4,EH98ODYQARNBTMUX,TRUE,2,0.082492828
